Legacy Site Name,Description,Website Name,Corporate Name,Email Communication Sent,Analytics Tag,JIRA Ticket,Notes,
everestherald,Everest Herald,everestherald.com,"Gannett Co., Inc.",,,,,
examiner,The Examiner,examiner.net,"Gatehouse Media, Inc.",,,,,
examiner-enterprise,Examiner-Enterprise,examiner-enterprise.com,"Gatehouse Media, Inc.",,,,,
fairfieldcitizenonline,Fairfield Citizen,fairfieldcitizenonline.com,Hearst Newspapers,,,,,
fairmontbugle,Fairmont Bugle,fairmontbugle.com,"Champion Media, LLC",,,,,
falkirkherald-uk,Falkirk Herald,falkirkherald.co.uk,Johnston Press plc,,,,,
FaribaultDailyNews,Faribault Daily News,https://www.southernminn.com/faribault_daily_news/,"APG - Adams Publishing Company, LLC",,,,,
fayettevilleobserver,Fayetteville Observer,fayettevilleobserver.com,"Gatehouse Media, Inc.",,,,,
fcneighbor-info,Fountain County Neighbor,fcneighbor.info,"CMG - Community Media Group, Inc.",,,,,
fcnews,Fulton County Expositor and Swanton Enterprise,fcnews.org,AIM Media Management of Dallas,,,,,
fdlreporter,Fond du Lac Reporter,fdlreporter.com,"Gannett Co., Inc.",,,,,
fenlandcitizen-uk,Fenland Citizen,fenlandcitizen.co.uk,Iliffe Digital Media,,,,,
fenton,The Fenton Current,CurrentNewsMagazine.net,"Lakeway Publishers, Inc.",,,,,
fifetoday-uk,Fife Today,fifetoday.co.uk,Johnston Press plc,,,,,
fileymercury-uk,Filey Mercury,fileymercury.co.uk,Johnston Press plc,,,,,
firesideguard,Centralia Fireside Guard,firesideguard.com,"Lakeway Publishers, Inc.",,,,,
fitchburg,Sentinel & Enterprise,SentinelandEnterprise.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-13""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-13', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'sentinelandenterprise.com',
	'Publisher Product': 'sentinelandenterprise.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-13'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
flamboroughreview,Flamborough Review,https://www.flamboroughreview.com/,Torstar Corporation,x,"This tag for Dev/QA/Staging etc sites:

<script src=""//assets.adobedtm.com/cf7f3d5747a0/f46648a2c5e6/launch-c4f646220e41-development.min.js"" async></script>

And this tag for Production:

<script src=""//resources.thestar.com/cf7f3d5747a0/f46648a2c5e6/launch-e805e17faa6d.min.js"" async></script>

Placed as high in the head as possible.
",CS-34847,The paper would like to see the tag on a test site (just one Torstar site) before we implement the tag to all of their sites.,
fleetwoodtoday-uk,Fleetwood Weekly News,fleetwoodtoday.co.uk,Johnston Press plc,,,,,
flint,Flint Journal,Mlive.com,"Advance Publications, Inc.",,,,,
flnewsflorida,FL News Florida.com,flnewsflorida.com,Yellow Pages Online LLC,,,,,
floridatoday,FloridaToday,floridatoday.com,"Gannett Co., Inc.",,,,,
floydcountytimes,The Floyd County Times,floydcountytimes.com,"Lancaster Management, Inc.",,,,,
fltimes,Finger Lakes Times,fltimes.com,"CMG - Community Media Group, Inc.",,,,,
folsomtelegraph,"""Folsom Telegraph, The""",FolsomTelegraph.com,"Brehm Communications, Inc.",,,,,
forsythnews,Forsyth County News,forsythnews.com,Morris Multimedia,,,,,
fort_bend,The Fort Bend Sun,YourHoustonNews.com,Hearst Newspapers,,,,,
fortmorgantimes,The Fort Morgan Times,fortmorgantimes.com,DFM-Digital First Media Inc.,,,,,
fortwayne,Fort Wayne Newspapers,FortWayne.com,"Ogden Newspapers, Inc.",,,,,
fosters,Foster's Daily Democrat,Fosters.com,"Gatehouse Media, Inc.",,,,,
franklincounty-news,Apalachicola Times,franklincounty.news,Neves Publishing Group,,,,,
fraserburghherald-uk,Fraserburgh Herald,fraserburghherald.co.uk,Johnston Press plc,,,,,
fredericknewspost,The Frederick News-Post,fredericknewspost.com,"Ogden Newspapers, Inc.",,,,,
fredericksburg,The Free Lance - Star,https://fredericksburg.com/,"Lee Enterprises, Inc.",,,,,
freep,Detroit Free Press,freep.com,"Gannett Co., Inc.",,,,,
fremonttribune,Fremont Tribune,https://fremonttribune.com/,"Lee Enterprises, Inc.",,,,,
fresnobee,Fresno Bee,FresnoBee.com,The McClatchy Company,,,,,
ftimes,The Times,https://www.ftimes.com/,Paxton Media Group LLC,,,,,
ftluptonpress,Fort Lupton Press,ftluptonpress.com,Macari-Healey Publishing,,,,,
gadcotimes,Gadsden County Times,gadcotimes.com,"Landmark Communications, Inc.",,,,,
gadsdentimes,The Gadsden Times,GadsdenTimes.com,"Gatehouse Media, Inc.",,,,,
gaffneyledger,The Gaffney Ledger,gaffneyledger.com,Gaffney Ledger,,,,,
gainesville,Gainesville Sun,gainesville.com,"Gatehouse Media, Inc.",,,,,
gainesvilletimes,gainesvilletimes.com,gainesvilletimes.com,Morris Multimedia,,,,,
gainsboroughstandard-uk,Gainsborough Standard,gainsboroughstandard.co.uk,Johnston Press plc,,,,,
galaxgazette,Galax Gazette,galaxgazette.com,"Landmark Communications, Inc.",,,,,
galioninquirer,Galion Inquirer,galioninquirer.com,AIM Media Management of Dallas,,,,,
gallowaygazette-uk,Galloway Gazette,gallowaygazette.co.uk,Johnston Press plc,,,,,
gantdaily,Gant Daily,gantdaily.com,Gant News,,,,,
gardenavalleynews,Gardena Valley News,https://gardenavalleynews.org/,CommunityMedia Corporation,,,,,
garstangcourier-uk,Garstang Courier,garstangcourier.co.uk,Johnston Press plc,,,,,
gastongazette,Gaston Gazette,gastongazette.com,"Gatehouse Media, Inc.",,,,,
gazette,The Gazette,gazette.com,Colorado Springs Gazette,x,"<!-- Global site tag (gtag.js) - Google Analytics -->

<script async src=https://www.googletagmanager.com/gtag/js?id=UA-37551682-1></script>

<script>

  window.dataLayer = window.dataLayer || [];

  function gtag(){dataLayer.push(arguments);}

  gtag('js', new Date());

 

  gtag('config', 'UA-37551682-1');

</script>",CS-34847,,
gazettenet,Daily Hampshire Gazette,gazettenet.com,Newspapers of New England,,,,,
gazettes,Gazette Newspapers,gazettes.com,DFM-Digital First Media Inc.,,,,,
gazettetimes,Corvallis Gazette-Times,gazettetimes.com,"Lee Enterprises, Inc.",,,,,
gazettextra,The Gazette,https://www.gazettextra.com/,"APG - Adams Publishing Company, LLC",,,,,
georgetowntimes,Georgetown Times,https://www.postandcourier.com/georgetown/,Evening Post Industries,,,,,
gilroydispatch,Gilroy Dispatch,https://gilroydispatch.com/,New SV Media,,,,,
gjsentinel,The Daily Sentinel,GJSentinel.com,"Grand Junction Media, Inc.",,,,,
gladwinmi,Gladwin County Record and Beaverton Clarion,gladwinmi.com,"APG - Adams Publishing Company, LLC",,,,,
glasfordgazette,The Glasford Gazette,https://www.glasfordgazette.net,Glasford Gazette,,,,,
glasgowsouthandeastwoodextra-uk,Glasgow South and Eastwood Extra,glasgowsouthandeastwoodextra.co.uk,Johnston Press plc,,,,,
glendalenewspress,Glendale News-Press,glendalenewspress.com,NantMedia Holdings,,,,,
glenn-county-transcript,Glenn County Transcript,glenncountytranscript.com,Vista CA News Media Inc.,,,,,
globegazette,Globe Gazette,GlobeGazette.com,"Lee Enterprises, Inc.",,,,,
goanacortes,Anacortes American,goanacortes.com,"APG - Adams Publishing Company, LLC",,,,,
godanriver,Danville and Rockingham County,GoDanRiver.com,"Lee Enterprises, Inc.",,,,,
goedwardsville,Edwardsville Intelligencer,GoEdwardsville.com,Hearst Newspapers,,,,,
golackawanna,Go Lackawanna,golackawanna.com,"Champion Media, LLC",,,,,
gonzalestribune,Gonzales,https://gonzalestribune.com/,New SV Media,,,,,
goodtimes,Good Times Santa Cruz,https://goodtimes.sc/,"Nuz, Inc.",,,,,
gopresstimes,The Press Times,https://gopresstimes.com/,Multi Media Channels,,,,,
gosanangelo,GoSanAngelo,gosanangelo.com,"Gannett Co., Inc.",,,,,
grandhaventribune,Grand Haven Tribune,https://www.grandhaventribune.com/,Paxton Media Group LLC,,,,,
grandrapids,Grand Rapids Press,Mlive.com,"Advance Publications, Inc.",,,,,
grandtraverse,Grand Traverse Insider,MorningStarPublishing.com,DFM-Digital First Media Inc.,,,,,
granitebaypt,Granite Bay Press-Tribune,GraniteBayPT.com,"Brehm Communications, Inc.",,,,,
granthamjournal-uk,Grantham Journal,granthamjournal.co.uk,Iliffe Digital Media,,,,,
grantky,Grant County News,grantky.com,"Landmark Communications, Inc.",,,,,
graysonrecord,The Record,graysonrecord.com,"Landmark Communications, Inc.",,,,,
greatfallstribune,Great Falls Tribune,GreatFallsTribune.com,"Gannett Co., Inc.",,,,,
greeleytribune,Greeley Tribune,www.greeleytribune.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-9""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-9', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'greeleytribune.com',
	'Publisher Product': 'greeleytribune.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-9'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
greenbaypressgazette,Green Bay Press-Gazette,greenbaypressgazette.com,"Gannett Co., Inc.",,,,,
greenecodailies,Greene County Dailies,www.xeniagazette.com,AIM Media Management of Dallas,,,,,
greenfieldnews,Greenfield,https://greenfieldnews.com/,New SV Media,,,,,
greensboro,Greensboro News & Record,https://greensboro.com/,"Lee Enterprises, Inc.",,,,,
greensboro-rockinghamnow,Rockingham Now,https://greensboro.com/rockingham_now/,"Lee Enterprises, Inc.",,,,,
greenville,Post and Courier - Greenville,www.postandcourier.com/greenville/,Evening Post Industries,,,,,
greenvillejournal,Greenville Journal,greenvillejournal.com,Community Journals,,,,,
greenvilleonline,The Greenville News,greenvilleonline.com,"Gannett Co., Inc.",,,,,
greenwichtime,GreenwichTime,GreenwichTime.com,Hearst Newspapers,,,,,
greenwooddemocrat,Greenwood Democrat,www.greenwooddemocrat.com/,"Gatehouse Media, Inc.",,,,,
grundycountyherald,Grundy County Herald,grundycountyherald.com,"Lakeway Publishers, Inc.",,,,,
guampdn,Pacific Daily News,GuamPDN.com,"Gannett Co., Inc.",,,,,
guardonline,The Batesville Daily Guard,https://www.guardonline.com/,Paxton Media Group LLC,,,,,
guelphmercury,Guelph Mercury Tribune,https://www.guelphmercury.com/,Torstar Corporation,x,"This tag for Dev/QA/Staging etc sites:

<script src=""//assets.adobedtm.com/cf7f3d5747a0/f46648a2c5e6/launch-c4f646220e41-development.min.js"" async></script>

And this tag for Production:

<script src=""//resources.thestar.com/cf7f3d5747a0/f46648a2c5e6/launch-e805e17faa6d.min.js"" async></script>

Placed as high in the head as possible.
",CS-34847,The paper would like to see the tag on a test site (just one Torstar site) before we implement the tag to all of their sites.,
gulfcounty-news,Port St. Joe Star,gulfcounty.news,Neves Publishing Group,,,,,
gulflive,Mississippi Press,gulflive.com,"Advance Publications, Inc.",,,,,
guymondailyherald,Guymon Daily Herald,guymondailyherald.com,Heritage Publications,,,,,
h-ponline,The Herald-Press,https://www.h-ponline.com/,Paxton Media Group LLC,,,,,
halifaxcourier-uk,Halifax Courier,halifaxcourier.co.uk,Johnston Press plc,,,,,
hamilton,Journal-News,Journal-News.com,Cox Enterprises,,,,,
hamiltonnews,Hamilton News,https://www.hamiltonnews.com/,Torstar Corporation,x,"This tag for Dev/QA/Staging etc sites:

<script src=""//assets.adobedtm.com/cf7f3d5747a0/f46648a2c5e6/launch-c4f646220e41-development.min.js"" async></script>

And this tag for Production:

<script src=""//resources.thestar.com/cf7f3d5747a0/f46648a2c5e6/launch-e805e17faa6d.min.js"" async></script>

Placed as high in the head as possible.
",CS-34847,The paper would like to see the tag on a test site (just one Torstar site) before we implement the tag to all of their sites.,
hammondstar,The Daily Star,https://www.hammondstar.com/,Paxton Media Group LLC,,,,,
hanfordsentinel,The Hanford Sentinel,hanfordsentinel.com,Heritage Publications,,,,,
harborcountry-news,Harbor Country News,https://www.harborcountry-news.com/,Paxton Media Group LLC,,,,,
harboroughmail-uk,Harborough Mail,harboroughmail.co.uk,Johnston Press plc,,,,,
harrisondaily,Harrison Daily Times,harrisondaily.com,Phillips Media,,,,,
harrogateadvertiser-uk,Harrogate Advertiser,harrogateadvertiser.co.uk,Johnston Press plc,,,,,
hartfordcitynewstimes,Hartford City News Times,hartfordcitynewstimes.com,"CMG - Community Media Group, Inc.",,,,,
hartfordcourant,Hartford Courant,Courant.com,Tribune Publishing,x,"<!-- Google Tag Manager -->
<script>(function(w,d,s,l,i){w[l]=w[l]||[];w[l].push({'gtm.start':
new Date().getTime(),event:'gtm.js'});var f=d.getElementsByTagName(s)[0],
j=d.createElement(s),dl=l!='dataLayer'?'&l='+l:'';j.async=true;j.src=
'https://www.googletagmanager.com/gtm.js?id='+i+dl;f.parentNode.insertBefore(j,f);
})(window,document,'script','dataLayer','GTM-KSNSZQ6');</script>
<!-- End Google Tag Manager -->
Additionally, paste this code immediately after the opening <body> tag:
<!-- Google Tag Manager (noscript) -->
<noscript><iframe src=""https://www.googletagmanager.com/ns.html?id=GTM-KSNSZQ6""
height=""0"" width=""0"" style=""display:none;visibility:hidden""></iframe></noscript>
<!-- End Google Tag Manager (noscript) -->
",CS-34847,Client is requesting a comScore traffic assignment. Is this possible? From the affiliate: Copy the code below and paste it onto every page of your website. Paste this code as high in the <head> of the page as possible,
hartlepoolmail-uk,Hartlepool Mail,hartlepoolmail.co.uk,Johnston Press plc,,,,,
hastingsobserver-uk,Hastings Observer,hastingsobserver.co.uk,Johnston Press plc,,,,,
hattiesburgamerican,Hattiesburg American,hattiesburgamerican.com,"Gannett Co., Inc.",,,,,
havasunews,Today's News Herald,havasunews.com,"Western News & Info, Inc",,,,,
haverhillecho-uk,Haverhill Echo,haverhillecho.co.uk,Iliffe Digital Media,,,,,
hawick-news-uk,Hawick News,hawick-news.co.uk,Johnston Press plc,,,,,
hawkesbaytoday-nz,Hawke's Bay Today,hawkesbaytoday.co.nz,APN News & Media New Zealand,,,,,
hazard-herald,The Hazard Herald,hazard-herald.com,"Lancaster Management, Inc.",,,,,
hclocal,Henry County Local,hclocal.com,"Landmark Communications, Inc.",,,,,
hcnexaminer,Examiner,https://www.chron.com/,Hearst Newspapers,,,,,
hebdenbridgetimes-uk,Hebden Bridge Times,hebdenbridgetimes.co.uk,Johnston Press plc,,,,,
helenair,Helena Independent Record,HelenaIR.com,"Lee Enterprises, Inc.",,,,,
hemeltoday-uk,Hemel Gazette,hemeltoday.co.uk,Johnston Press plc,,,,,
hemsworthandsouthelmsallexpress-uk,Hemsworth and South Elmsall Express,hemsworthandsouthelmsallexpress.co.uk,Johnston Press plc,,,,,
herald,the Miami Herald,Herald.com,The McClatchy Company,,,,,
herald-dispatch,The Herald-Dispatch,herald-dispatch.com,"HD Media Company, LLC",,,,,
herald-review,Decatur Herald & Review,Herald-Review.com,"Lee Enterprises, Inc.",,,,,
heraldandnews,Herald And News,HeraldAndNews.com,"APG - Adams Publishing Company, LLC",,,,,
heraldchronicle,Herald Chronicle,heraldchronicle.com,"Lakeway Publishers, Inc.",,,,,
heraldcourier,Bristol Herald Courier,heraldcourier.com,"Lee Enterprises, Inc.",,,,,
heralddemocrat,The Herald Democrat,heralddemocrat.com,"Gatehouse Media, Inc.",,,,,
heraldnet,The Herald (Everett),HeraldNet.com,Black Press,,,,,
heraldnews,The Herald News,HeraldNews.com,"Gatehouse Media, Inc.",,,,,
heraldonline,The Herald,HeraldOnline.com,The McClatchy Company,,,,,
heraldpalladium,The Herald-Palladium,https://www.heraldpalladium.com/,Paxton Media Group LLC,,,,,
heraldsun,The Herald Sun,HeraldSun.com,The McClatchy Company,,,,,
heraldtribune,Herald Tribune,HeraldTribune.com,"Gatehouse Media, Inc.",,,,,
heritage,Heritage Newspapers,heritage.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-21""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-21', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'thenewsherald.com',
	'Publisher Product': 'thenewsherald.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-21'});
</script>
",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
hermannadvertisercourier,Hermann Advertiser Courier,hermannadvertisercourier.com,"Lakeway Publishers, Inc.",,,,,
hesperiastar,Hesperia Star,HesperiaStar.com,"Gatehouse Media, Inc.",,,,,
hickoryrecord,Hickory Daily Record,HickoryRecord.com,"Lee Enterprises, Inc.",,,,,
hillsdale,The Hillsdale Daily News,hillsdale.net,"Gatehouse Media, Inc.",,,,,
hjnews,Logan Herald Journal,HJNews.com,"APG - Adams Publishing Company, LLC",,,,,
hockessincommunitynews,Hockessin Community News,hockessincommunitynews.com,"Gatehouse Media, Inc.",,,,,
hollandsentinel,The Holland Sentinel,hollandsentinel.com,"Gatehouse Media, Inc.",,,,,
holmescounty-news,Holmes County Times Advertiser,holmescounty.news,Neves Publishing Group,,,,,
hometownlife,Hometown Life,hometownlife.com,"Gannett Co., Inc.",,,,,
horncastlenews-uk,Horncastle News,horncastlenews.co.uk,Johnston Press plc,,,,,
houmatoday,Houma Today,HoumaToday.com,"Gatehouse Media, Inc.",,,,,
houstonchronicle,Houston Chronicle,HoustonChronicle.com,Hearst Newspapers,,,,,
htrnews,Manitowoc Herald Times Reporter,HTRNews.com,"Gannett Co., Inc.",,,,,
hubcitytimes,Hub City Times,www.hubcitytimes.com,Multi Media Channels,,,,,
